Institute Id,Institute Name,City,State,Rank_24,Score_23,Rank_23,TLR_23,RPC_23,GO_23,OI_23,Perception_23,Score_22,Rank_22,TLR_22,RPC_22,GO_22,OI_22,Perception_22,Score_21,Rank_21,TLR_21,RPC_21,GO_21,OI_21,Perception_21,Score_20,Rank_20,TLR_20,RPC_20,GO_20,OI_20,Perception_20,Score_19,Rank_19,TLR_19,RPC_19,GO_19,OI_19,Perception_19,Score_18,Rank_18,TLR_18,RPC_18,GO_18,OI_18,Perception_18,Score_17,Rank_17,TLR_17,RPC_17,GO_17,OI_17,Perception_17,Score_16,Rank_16,TLR_16,RPC_16,GO_16,OI_16,Perception_16
IR-E-C-26162,Vasavi College of Engineering,Hyderabad,Telangana,,,,,,,,,,,,,,,,,,,,,,,31.46,187,48.8,0.75,56.58,50.47,2.16,31.56,170,50.53,0.7,57.17,47.64,0,,,,,,,,,,,,,,,,,,,,,
IR-E-C-17913,Gayatri Vidya Parishad College of Engineering,Visakhapatnam,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,31.38,188,54.28,1.69,45.48,48.12,6.65,30.35,198,52.14,1.26,46.87,47.57,2.02,,,,,,,,,,,,,,,,,,,,,
IR-E-C-26905,G.Pulla Reddy Engineering College,Kurnool,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,31.35,190,53.11,1.15,48.27,51.6,2.69,31.26,177,54.19,0.6,47.37,52.32,1.22,,,,,,,,,,,,,,,,,,,,,
IR-E-C-16476,Sri Sai Ram Institute of Technology,Chennai,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,31.32,192,48.89,2.8,54.08,47.67,2.16,30.48,194,47.09,2.18,54.5,46.82,1.22,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0129,Dharmsinh Desai University,Nadiad,Gujarat,,,,,,,,,,,,,,,,,,,,,,,31.29,193,49.4,2.29,59.12,36.87,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0405,The LNM Institute of Information Technology,Jaipur,Rajasthan,,,,,,,,,,,,,,,,,,,,,,,31.24,194,41.95,12.14,53.25,43.08,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,,,,,,,,,,,,,,,,,,,,,,,31.23,195,41.05,13.82,51.92,40.13,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-49660,Pimpri Chinchwad College of Engineering,Pune,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,31.13,197,46.11,7.36,50.73,48.76,0.55,30.52,192,49.29,3.63,48.9,48.56,0,,,,,,,,,,,,,,,,,,,,,
IR-E-C-34167,Ramrao Adik Institute of Technology,Navi Mumbai,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,31.11,198,53.6,3.82,45.75,47.25,0,31.45,172,51.93,2.23,50.52,50.99,0,,,,,,,,,,,,,,,,,,,,,
IR-E-C-48145,BVRIT Hyderabad,Hyderabad,Telangana,,,,,,,,,,,,,,,,,,,,,,,31.1,199,49.16,0.46,53.74,52.98,1.63,32.36,147,52.34,0.46,54.81,53.61,2.02,,,,,,,,,,,,,,,,,,,,,
IR-E-S-8931,National Institute of Industrial Engineering,Mumbai,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.48,66,64.8,4.46,67.54,57.18,4.7,45.91,44,79.15,2.63,73.55,59.67,6.89,,,,,,,,,,,,,,
IR-E-C-36984,Bannari Amman Institute of Technology,Sathyamangalam,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,98,56.28,6.59,53.94,44.92,17.65,37.81,76,58.36,9.31,53.78,49.52,17.99,,,,,,,,56.21,62,51.61,58.11,77.22,62.78,27
IR-E-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.32,108,66.45,4.16,48.45,43.71,0.82,,,,,,,,,,,,,,,,,,,,,
IR-E-C-16590,Saveetha Engineering College,Sriperumbudur,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.14,124,55.68,2.99,55.82,53.45,0.41,,,,,,,,36.88,91,49.94,4.73,64.45,70.27,5.64,,,,,,,
IR-E-U-0554,G. B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.87,141,50.9,13.11,45.14,42.36,3.95,,,,,,,,,,,,,,,,,,,,,
IR-E-C-26783,PSNA College of Engineering and Technology,Dindigul,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.26,150,53.46,3.77,51.11,47.47,1.22,,,,,,,,,,,,,,,,,,,,,
IR-E-C-41351,Bansilal Ramnath Agarwal Charitable Trust`s Vishwakarama Institute of Technology,Pune,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,155,49.25,3.99,57.7,43.39,2.41,,,,,,,,,,,,,,,,,,,,,
IR-E-C-6257,Narula Institute of Technology,Kolkata,West Bengal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.01,160,54.1,1.58,46.37,59.95,0.41,,,,,,,,,,,,,,,,,,,,,
IR-E-C-1291,Dr. Ambedkar Institute of Technology,Bengaluru,Karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.91,163,48.42,1.55,59.9,46.54,2.81,,,,,,,,,,,,,,,,,,,,,
IR-E-C-19569,Padmasri Dr. B.V. Raju Institute of Technology,Medak,Telangana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.59,168,55.09,0.81,48.8,50.56,0,,,,,,,,,,,,,,,,,,,,,
IR-E-C-16504,Sri Venkateswara College of Engineering and Technology,Chittoor,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,176,54.96,0.39,51.84,42.8,0.41,,,,,,,,,,,,,,,,,,,,,
IR-E-C-34112,Sardar Patel College of Engineering,Mumbai,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.14,180,47.03,1.8,61.53,39,2.81,,,,,,,,,,,,,,,,,,,,,
IR-E-C-17962,Shri Vishnu Engineering College for Women,Bhimavaram,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,183,50.42,0.47,52.23,51.65,1.22,,,,,,,,,,,,,,,,,,,,,
IR-E-C-37050,Dr. Mahalingam College of Engineering and Technology,Pollachi,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.91,184,52.77,2.03,47.52,45.02,4.7,,,,,,,,,,,,,,,,,,,,,
IR-E-C-24163,Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.61,189,53.78,0.73,54.27,32.5,1.63,36.89,85,61.09,1.68,58.2,62.1,2.09,37.88,81,58.45,0.83,56.33,71.44,16.85,54.02,73,50.02,48.05,75.83,75.45,23
IR-E-C-16490,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,Morai,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.61,189,45.97,5.25,52.77,45.74,1.22,,,,,,,,,,,,,,,,,,,,,
IR-E-C-1360,Basaveshwar Engineering College,Bagalkot,Karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.58,191,51.15,1.27,50.9,44.82,2.02,,,,,,,,,,,,,,,,,,,,,
IR-E-C-33525,Thakur College of Engineering & Technology,Mumbai,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.51,193,50.2,0.8,55.08,41.94,0,,,,,,,,,,,,,,,,,,,,,
IR-E-C-33777,Shri Vile Parle Kelavani Mandal`s  Dwarkadas J. Sanghvi College of Engineering,Mumbai Suburban,Maharashtra,,,,,,,,,33.88,197,53.37,6.11,58.33,42.72,1.08,,,,,,,,,,,,,,,30.47,195,44.85,2.32,59.63,42.75,1.22,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0461,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.45,196,48.24,7.69,44.98,45.14,1.63,,,,,,,,,,,,,,,,,,,,,
IR-E-C-6528,Dr. B. R. Ambedkar Institute of Technology,South Andaman,Andaman and Nicobar Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.35,198,63.62,0.17,36,35.76,4.33,,,,,,,,,,,,,,,,,,,,,
IR-3-E-OEP-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.98,17,68.55,38.31,69.71,60.21,49.6,,,,,,,,,,,,,,
IR-2-E-OE-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.24,21A,67.15,45.47,61.09,40.27,32.03,,,,,,,,,,,,,,
IR-1-E-E-U-0014,International Institute of Information Technology,Hyderabad,Telangana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.87,38,49.08,31.56,77.96,54.24,16.57,38.95,75,40.86,24.99,62.56,51.3,15.51,,,,,,,
IR-5-E-OEMDP-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.51,46,58.66,31.97,54.06,61.87,13.2,,,,,,,,,,,,,,
IR-1-E-E-C-1269,R. V. College of Engineering,Bengaluru,Karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.98,58,66.43,13.67,63.12,52.94,10.37,,,,,,,,,,,,,,
IR-1-E-E-C-24004,AU College of Engineering,Visakhapatnam,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.88,65,64.07,6.9,68.03,55.18,4.56,36.42,98,41.94,15.81,66.86,48.27,9.03,,,,,,,
IR-1-E-E-C-1262,B. M. S. College of Engineering,Bengaluru,Karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.32,67,64.05,7.95,62.67,51.06,10.79,,,,,,,,,,,,,,
IR-1-E-E-C-1352,NITTE Meenakshi Institute of Technology,Bengaluru,Karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.84,100,57.24,2.53,57.97,57.19,5.97,,,,,,,,,,,,,,
IR17-ENGG-2-18599,Birla Institute of Technology  & Science -Pilani,Pilani,Rajasthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.43,16,66.15,35.05,70.27,59.86,50.32,,,,,,,
IR17-ENGG-2-18690,"Indian Institute of Engineering Science And Technology, Shibpur",Howrah,West Bengal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.42,17,71.02,40.3,59.43,58.47,32.82,,,,,,,
IR17-ENGG-2-18477,Shanmugha Arts Science Technology & Research Academy (SASTRA),Thanjavur,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.44,25,62.38,36.31,67.32,67.13,16.73,,,,,,,
IR17-ENGG-2-1-2813959492,Thapar University,Patiala,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.35,26,56.85,41.77,73.33,52.08,18.9,,,,,,,
IR17-ENGG-1-1-2811256746,Sri Sivasubrmaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.77,27,74.22,24.88,65.82,61.56,17.17,,,,,,,
IR17-ENGG-2-18672,"Indian Institute of Technology (Banaras Hindu University), Varanasi",Varanasi,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.92,31,61.22,25.36,71.67,59.03,37.11,,,,,,,
IR17-ENGG-2-1-596,S.R.M Institute of Science and Technology,Chennai,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2,35,59.75,31.69,57.93,82.94,18.79,,,,,,,
IR17-ENGG-2-1-NEW5,"National Institute of Industrial Engineering, Mumbai",Mumbai,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.47,36,80.8,1.25,71.62,77.94,7.54,,,,,,,
IR17-ENGG-2-10949,Zakir Husain College of Engineering & Technology,Aligarh,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.18,40,71.3,33.57,47.24,48.05,4.57,,,,,,,
IR17-ENGG-2-18259,AMITY University,Gautam Budh Nagar,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.16,46,60.02,29.5,51.14,61.36,9.43,,,,,,,
IR17-ENGG-2-1-11112,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Chennai,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.31,58,60.49,23.07,42.07,73.59,14.68,,,,,,,
IR17-ENGG-2-1-424,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM), Jabalpur",Jabalpur,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR17-ENGG-2-18620,"Malaviya National Institute of Technology, Jaipur",Jaipur,Rajasthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.38,70,50.94,25.26,52.53,53.47,6.62,,,,,,,
IR17-ENGG-1-17931,"Faculty of Technology & Engineering, The Maharaja Sayajirao University of Baroda",Vadodara,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.81,76,58.28,16.62,52.82,48.97,8.81,,,,,,,
IR17-ENGG-1-1-2811457679,"PSNA College of Engineering and Technology, Dindigul",Dindigul,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.27,78,56.27,7.1,57.06,65.64,12.9,,,,,,,
IR17-ENGG-2-18296,Jaypee University of Information Technology-Solan,Solan,Himachal Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.46,83,49.84,13.87,52.03,76.54,2.91,,,,,,,
IR17-ENGG-1-26228,C.V. Raman College of Engineering,Bhubneshwar,Odisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82,92,52.53,5.51,49.95,72.48,21.66,,,,,,,
IR17-ENGG-2-10476,"Maharashtra Institute of Technology, Pune",Pune,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.75,94,62.7,3.4,52.13,63.39,1.46,,,,,,,
IR17-ENGG-2-12411,Sri Sai Ram Engineering College,Chennai,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.64,96,54.19,3.84,59.32,68.75,4.86,,,,,,,
IR17-ENGG-2-12581,ST. Joseph's College of Engineering,Chennai,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.51,97,59.47,6.74,49.39,64.92,2.8,,,,,,,
IR17-ENGG-2-1-2810997882,K.S.Rangasamy College of Technology,Tiruchengode,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,99,53.78,14.29,46.44,60.98,5.85,,,,,,,
